Age,Income,Coapplicant_Income,Dependents,Employ_Status,Debt,PrevLDefault,CIBIL_Score,Loan_Approval
71,115996,76139,1,Unemployed,21167,0,652,1
21,133720,13093,1,Employed,7602,1,513,1
22,79511,88100,2,Unemployed,52001,0,567,1
31,127184,50985,5,Self-employed,64277,1,417,1
63,96212,64348,1,Self-employed,34560,0,613,0
53,129613,29433,1,Employed,57817,1,462,0
27,53004,14647,1,Employed,67889,1,498,1
36,16727,64230,4,Unemployed,39921,1,429,1
54,67026,95940,0,Employed,59254,0,572,0
50,15987,30500,1,Unemployed,96768,0,600,0
39,54179,16158,2,Unemployed,42216,0,568,0
57,22658,71617,5,Employed,21116,1,409,1
21,102054,8242,4,Employed,87605,0,557,0
23,24847,91543,4,Unemployed,15395,1,448,1
49,40350,10534,1,Employed,39427,1,444,1
24,130517,24215,3,Employed,80066,0,557,0
58,148758,8496,5,Unemployed,36488,0,557,1
74,139956,92420,3,Self-employed,13518,0,580,1
77,17606,40872,2,Unemployed,90707,1,439,1
35,77287,57280,1,Self-employed,1252,0,637,1
24,80098,77502,3,Self-employed,71653,0,551,0
72,87716,72138,3,Unemployed,51353,0,570,0
72,73656,95140,4,Employed,55021,0,610,1
67,68670,77036,4,Unemployed,14165,0,625,1
25,116537,4263,1,Employed,18887,1,519,0
77,112228,13484,1,Self-employed,83717,0,565,1
74,144556,76626,2,Employed,8528,0,609,0
70,141012,6684,1,Employed,40265,1,515,1
63,53706,25300,3,Self-employed,97340,0,576,1
26,19215,51275,0,Employed,49244,0,633,0
38,25012,90130,1,Employed,85012,0,600,0
44,51267,85788,4,Employed,25561,1,463,0
72,142462,1191,0,Self-employed,91907,0,609,0
48,62374,89823,0,Unemployed,98488,1,483,1
51,81743,95192,5,Unemployed,78553,1,396,0
70,78805,42414,4,Self-employed,76711,1,414,1
69,39135,78632,3,Unemployed,46747,0,598,0
62,32530,39370,3,Self-employed,35640,1,460,0
64,18245,17576,1,Unemployed,10427,1,471,1
48,19502,64263,0,Employed,47023,1,462,0
24,95653,57518,2,Employed,19167,1,508,0
73,79268,85206,2,Employed,85514,1,468,0
65,147560,70732,5,Unemployed,86893,1,467,0
37,113918,59881,2,Self-employed,27072,0,574,1
29,48381,52096,3,Employed,77866,1,478,1
37,85761,91594,0,Employed,81613,1,489,0
44,40975,11693,5,Employed,94807,0,545,0
24,147632,7132,0,Employed,71212,0,580,0
34,69074,1416,3,Unemployed,22113,1,428,1
33,148727,10459,4,Employed,81489,0,531,1
40,57904,83471,2,Unemployed,81105,1,466,1
22,73000,68521,4,Self-employed,79782,0,550,1
39,45538,69492,2,Unemployed,32576,0,609,0
48,67384,51291,0,Unemployed,13679,1,463,0
62,92121,23277,0,Unemployed,64248,1,487,0
54,77702,75928,1,Unemployed,10621,1,488,1
52,72407,27164,3,Employed,38689,1,458,0
78,106855,82737,1,Self-employed,55679,1,467,1
50,141834,79815,5,Self-employed,45058,1,454,1
69,36313,86885,3,Employed,43345,0,610,0
27,28943,12128,2,Employed,88155,1,461,0
72,71543,99204,1,Unemployed,41900,0,605,0
69,134365,98844,3,Self-employed,45369,0,618,1
51,18374,78026,3,Self-employed,85551,1,404,1
45,82149,1618,5,Self-employed,13840,0,564,0
36,73416,50359,4,Unemployed,90975,0,596,0
61,95911,6874,0,Employed,51842,1,462,1
59,17519,80182,5,Employed,33215,1,412,0
68,107745,84059,1,Unemployed,69378,0,606,1
40,78662,35123,2,Unemployed,4475,1,476,1
72,39279,30136,1,Employed,72607,1,474,0
80,91377,88404,0,Unemployed,96255,1,470,0
57,58479,14339,1,Self-employed,12253,0,574,0
35,63558,38178,1,Self-employed,71276,0,561,0
47,25494,10095,2,Employed,96520,0,559,1
80,21085,99831,4,Employed,38262,1,484,1
37,134494,91557,5,Self-employed,61518,0,591,1
27,33568,75998,4,Employed,25114,1,437,0
32,86915,17087,4,Unemployed,25256,1,483,1
75,62217,60600,0,Unemployed,82720,1,483,0
51,73090,66471,5,Unemployed,9741,1,475,0
78,34356,77815,1,Self-employed,66225,1,482,0
46,145544,70132,0,Self-employed,59952,0,608,0
21,144082,3256,4,Unemployed,29147,1,452,0
56,102996,4845,2,Self-employed,6747,0,628,0
42,63437,71709,2,Employed,41598,1,443,1
32,23485,36460,3,Self-employed,10854,1,456,0
41,46038,42021,3,Unemployed,70875,1,464,1
43,93295,80543,1,Employed,7792,0,611,1
35,128053,18419,4,Unemployed,89315,1,441,0
64,69257,61623,0,Self-employed,46809,0,582,0
79,71238,62143,1,Self-employed,30210,1,474,0
32,85958,47798,4,Employed,58021,1,423,1
66,17073,78455,1,Employed,81512,0,554,0
79,84341,19178,5,Unemployed,74636,0,554,1
47,111689,58630,2,Self-employed,22601,1,490,0
70,41956,25757,3,Self-employed,79790,0,558,0
65,76491,54801,0,Self-employed,72452,0,635,1
77,115757,63154,0,Self-employed,49244,1,526,1
66,67627,46175,5,Employed,65387,1,420,0
45,36667,50668,5,Self-employed,53568,1,421,1
39,62672,94312,0,Self-employed,23029,1,520,1
37,29690,95365,4,Employed,71389,0,530,1
52,128484,29506,0,Self-employed,64512,1,465,1
33,26935,30906,1,Self-employed,71346,0,568,1
74,74120,57729,3,Self-employed,26588,1,492,0
54,77969,65300,1,Self-employed,79003,1,495,0
29,108455,30639,3,Unemployed,72021,0,552,1
54,49064,90191,2,Employed,40862,0,566,0
22,63536,89950,4,Unemployed,16415,1,484,0
78,79858,61869,0,Employed,61032,1,495,1
41,146282,49405,1,Self-employed,90712,1,496,0
72,34733,69101,0,Self-employed,42388,0,586,1
35,130585,82083,4,Self-employed,47559,0,541,1
50,58616,60956,0,Employed,21785,1,461,0
22,101824,27018,0,Unemployed,36837,0,615,1
74,39673,57644,4,Employed,10162,0,548,1
77,43279,28592,3,Self-employed,62728,0,550,1
67,41078,2495,1,Self-employed,15972,1,492,1
60,145725,81230,1,Unemployed,29683,0,648,1
79,57749,90572,3,Unemployed,32283,1,440,0
68,55723,21294,5,Unemployed,88776,1,411,0
52,122088,77696,3,Self-employed,16248,0,639,1
43,76251,82438,5,Unemployed,74343,0,561,1
42,46809,95252,3,Employed,69968,0,610,0
56,33292,18582,4,Employed,65060,1,434,1
28,126079,67063,0,Self-employed,98090,0,590,0
40,135550,73803,5,Unemployed,94058,1,419,1
50,90486,59548,4,Unemployed,77075,0,598,1
64,98767,37362,4,Self-employed,66851,0,541,1
50,43108,43403,2,Self-employed,55844,1,439,1
31,43118,7149,0,Unemployed,93551,0,583,1
77,66805,27634,4,Unemployed,45987,0,568,1
63,112452,51372,0,Self-employed,69452,1,483,1
79,113979,42878,5,Self-employed,78864,1,418,0
32,116017,49989,3,Unemployed,28640,0,585,0
38,49497,58290,3,Unemployed,50493,1,419,0
43,51458,78815,5,Employed,50542,1,464,1
48,19841,97071,0,Unemployed,91379,0,586,1
80,111595,29459,5,Employed,17728,0,595,1
77,33853,15152,0,Self-employed,58853,0,604,1
70,43178,99358,0,Employed,92081,1,470,1
76,23660,58347,5,Self-employed,93982,1,391,1
22,128133,86748,2,Employed,34594,0,605,1
74,51229,87831,2,Self-employed,60648,1,497,0
54,110597,19820,5,Employed,97891,1,416,1
72,95065,11443,0,Self-employed,70793,1,503,0
76,49955,75143,3,Self-employed,28831,1,429,0
33,73605,67906,5,Employed,53550,1,442,1
36,140295,88150,4,Unemployed,35297,1,464,1
40,34970,95987,4,Unemployed,7573,1,465,0
40,97680,25989,4,Employed,76892,1,441,0
55,84338,30613,3,Unemployed,47077,0,561,1
25,132563,95297,3,Unemployed,949,0,567,1
71,110588,99642,0,Self-employed,84209,0,639,0
47,123854,43073,1,Unemployed,95032,1,425,1
34,86359,7360,3,Employed,12740,0,560,1
33,30587,76960,2,Employed,15761,1,475,1
76,76321,14411,0,Unemployed,26675,0,621,0
23,146903,76923,3,Employed,66404,0,545,0
56,77899,42425,1,Employed,65583,1,498,0
54,78850,67751,4,Self-employed,32691,1,462,1
77,27639,42225,4,Self-employed,96256,0,566,1
50,82262,63155,5,Self-employed,72796,1,394,0
49,19861,43733,5,Employed,71366,0,542,0
79,146966,4812,3,Self-employed,83270,0,612,0
30,54109,70513,3,Employed,37548,1,435,1
49,25208,46505,3,Employed,16813,0,575,0
66,20262,88117,0,Unemployed,81372,1,497,0
64,55892,76253,3,Unemployed,33380,0,613,1
80,84021,7200,1,Employed,5680,1,503,1
24,66545,97472,5,Employed,41595,0,587,1
80,67919,20842,3,Self-employed,39740,0,548,0
41,26118,15217,0,Employed,9521,1,457,1
33,44986,28873,2,Employed,18028,0,623,1
75,74980,22164,0,Unemployed,17668,1,487,0
63,111771,36242,4,Unemployed,46485,1,424,1
69,68184,49723,5,Employed,72736,0,578,0
32,86064,63124,4,Employed,10989,0,624,0
65,131048,54200,2,Employed,82419,1,487,1
78,54078,44243,0,Unemployed,10195,1,524,1
45,97285,54006,1,Employed,6517,1,485,1
50,96801,68518,2,Unemployed,72313,1,432,1
49,121272,81347,5,Self-employed,89830,0,560,1
58,74421,57822,0,Self-employed,10420,1,463,1
66,19358,21647,2,Employed,61538,0,609,0
77,144117,26989,5,Self-employed,59624,0,579,0
34,56036,72587,4,Unemployed,97523,1,462,1
69,47196,94749,3,Self-employed,11299,0,609,0
28,31669,51547,0,Employed,79035,1,471,1
57,91822,38441,5,Employed,75744,1,426,0
35,80267,24456,5,Self-employed,54374,1,399,0
75,65754,31124,3,Unemployed,11218,0,589,0
43,75877,15422,4,Employed,73981,0,557,1
55,141546,94154,5,Unemployed,87874,0,578,0
65,19478,24002,3,Employed,31150,0,559,1
66,120483,93705,4,Unemployed,58503,0,612,0
41,26376,40018,5,Employed,82216,0,580,0
39,88106,46049,2,Self-employed,57803,0,582,0
55,62671,26199,5,Unemployed,72435,0,537,0
32,28878,26885,2,Self-employed,32389,1,464,0
60,31387,11110,3,Self-employed,90006,1,439,1
70,114204,20585,5,Self-employed,29287,1,446,1
61,122864,90887,0,Employed,82118,1,499,0
25,64765,64633,5,Unemployed,70646,1,391,0
53,97379,56897,5,Self-employed,68641,0,535,0
34,95233,57702,4,Employed,7871,0,572,0
67,35438,34899,2,Unemployed,88534,0,538,1
50,63032,36539,2,Unemployed,31602,1,427,0
21,38971,48502,2,Employed,90157,1,410,1
38,19516,66603,1,Employed,12002,1,491,0
41,63303,99839,0,Self-employed,81553,1,470,1
34,112715,24459,4,Self-employed,51562,0,589,0
71,19911,61184,1,Self-employed,58993,0,589,0
26,148173,83830,5,Employed,71420,1,472,1
79,122060,24705,1,Employed,63000,1,482,0
54,21429,81672,3,Self-employed,40480,0,564,0
22,57123,73331,3,Unemployed,34588,0,593,0
50,66225,90042,4,Unemployed,74431,0,577,1
54,126784,9717,3,Unemployed,95056,0,544,0
63,88506,24780,4,Employed,43011,1,483,0
71,67299,36332,0,Unemployed,32759,1,503,1
67,81757,48682,0,Self-employed,50873,1,490,1
37,17377,33538,5,Self-employed,92178,1,404,1
34,28578,78488,5,Self-employed,49485,1,426,0
57,17335,56752,3,Unemployed,6854,0,602,0
35,102438,80346,2,Unemployed,89375,0,592,0
21,124782,59062,2,Unemployed,78277,1,457,1
35,81251,87278,0,Self-employed,68953,0,630,0
40,54604,80678,3,Self-employed,44936,0,549,0
36,93783,46527,4,Unemployed,1514,0,577,1
54,130678,85794,0,Employed,25981,0,646,1
66,95028,57457,3,Employed,28869,0,628,1
32,57484,93274,4,Employed,53543,0,552,1
53,140653,72314,4,Unemployed,26531,0,618,1
28,23059,21879,4,Self-employed,16922,1,423,0
33,51220,51576,3,Employed,9874,1,478,1
32,110679,55167,4,Self-employed,56505,1,414,0
39,23923,76797,3,Unemployed,53622,1,460,0
72,117970,35604,3,Employed,90724,1,443,1
42,123997,88393,5,Employed,36772,1,463,1
31,75976,3617,4,Self-employed,40649,1,477,1
71,55519,84245,1,Unemployed,75131,1,427,0
77,20196,4806,0,Employed,8079,0,596,1
67,97226,86909,3,Employed,62651,0,611,1
51,148927,8419,4,Unemployed,29978,0,564,1
44,56334,11579,1,Employed,83104,1,427,1
75,24540,3422,0,Self-employed,34737,0,601,1
67,144025,7686,3,Unemployed,43923,1,483,0
42,96264,59771,0,Unemployed,75050,1,462,0
74,30410,76860,2,Employed,3866,1,482,0
28,134995,60804,4,Unemployed,52575,0,606,1
76,69994,44006,1,Employed,55567,0,573,1
37,21003,32743,0,Self-employed,14470,0,583,1
77,21706,40980,3,Unemployed,87903,1,395,0
70,116583,59477,4,Self-employed,69708,0,605,1
24,116102,21771,5,Unemployed,49649,1,440,1
27,92409,36418,1,Unemployed,46914,0,614,1
75,99212,25919,1,Employed,28806,0,643,0
53,42767,21094,0,Unemployed,34973,0,581,1
39,123690,99930,4,Unemployed,42728,1,444,0
46,94427,39640,2,Self-employed,53200,0,587,1
29,70482,97503,3,Self-employed,43963,0,613,0
73,99349,25548,0,Employed,31799,1,482,0
43,79931,78191,4,Self-employed,75134,0,547,0
46,135077,94804,0,Employed,49923,1,509,1
53,44417,12332,1,Self-employed,65356,0,592,1
29,41116,61531,4,Employed,5655,1,420,0
68,136264,84383,4,Unemployed,72924,0,592,0
39,57100,49704,3,Employed,42645,0,584,1
23,48527,2227,2,Self-employed,85832,1,477,1
69,131257,46370,5,Unemployed,84891,1,397,0
72,144665,23823,4,Unemployed,73112,1,426,1
45,18795,88476,1,Employed,61923,0,635,1
75,91084,84323,5,Unemployed,71012,0,541,1
58,137171,81140,2,Self-employed,80365,1,434,1
63,117976,55518,5,Employed,1263,0,595,0
44,72180,17953,4,Self-employed,90999,1,409,1
68,108706,85479,2,Unemployed,48047,1,469,1
26,17018,47442,0,Self-employed,36413,0,629,0
63,31501,27188,3,Employed,99730,0,523,0
70,119817,78753,0,Unemployed,57436,1,510,1
62,59706,75329,1,Self-employed,37942,0,643,1
31,73025,32570,1,Self-employed,62524,1,462,1
74,63318,7049,0,Self-employed,30695,1,487,1
62,24639,36132,4,Self-employed,19152,0,544,0
26,52568,91300,2,Unemployed,23445,1,465,0
22,113300,73371,1,Unemployed,8707,1,492,0
65,22817,72436,4,Unemployed,46173,1,464,1
21,142253,64066,4,Self-employed,63173,0,548,1
58,20297,24866,1,Unemployed,96831,0,615,1
29,21280,40145,1,Unemployed,13147,1,518,1
39,119563,68877,1,Employed,15002,1,494,0
77,86643,82244,5,Employed,49112,1,425,0
22,108384,80532,5,Unemployed,10364,1,426,1
76,86463,76214,5,Self-employed,97721,0,549,0
61,49576,45361,3,Employed,63883,1,441,1
57,53613,71932,0,Unemployed,28981,0,613,1
24,35720,31109,5,Employed,75545,1,411,0
34,119104,40982,1,Employed,33476,0,647,1
58,69171,65877,1,Employed,66798,0,611,1
43,78480,62168,3,Unemployed,4020,0,561,0
74,52255,57777,2,Unemployed,28729,0,626,1
43,134266,80995,0,Employed,51280,1,525,1
24,115231,60365,4,Unemployed,7726,1,442,0
49,18968,87984,4,Employed,94960,0,582,1
42,33533,52495,3,Employed,45911,0,618,0
39,78011,37044,3,Self-employed,71702,0,610,1
51,39257,51504,0,Unemployed,50079,0,579,0
56,75888,65352,3,Unemployed,41669,0,573,0
27,33476,18065,2,Self-employed,55831,0,568,0
38,98319,77700,0,Self-employed,6615,1,463,1
63,27561,27853,3,Unemployed,65875,0,532,0
37,70898,11868,4,Employed,34707,1,478,0
51,121643,10120,1,Self-employed,27963,1,471,0
66,118548,63515,3,Self-employed,93042,1,436,0
25,127311,46459,4,Employed,99791,1,448,0
47,43648,8410,2,Employed,12496,1,492,1
48,106500,65939,0,Unemployed,46084,0,610,1
34,32139,76065,0,Employed,49476,1,507,1
74,37932,42799,0,Unemployed,92305,0,600,1
28,112003,13460,2,Self-employed,50683,0,609,1
45,38249,30413,3,Employed,23504,0,613,1
22,114194,38437,3,Employed,34089,0,553,1
54,125523,69930,4,Self-employed,36634,1,455,0
57,16412,19099,0,Unemployed,35859,1,520,1
50,65202,79154,4,Unemployed,27458,1,427,0
72,39334,18016,3,Unemployed,41820,0,576,0
46,106648,71972,0,Self-employed,60616,1,456,1
67,119362,91147,1,Employed,473,0,663,0
38,70482,23983,3,Employed,14674,0,626,0
63,79496,23860,4,Employed,15185,0,609,0
76,144106,60256,5,Self-employed,82096,0,558,0
65,43618,7445,4,Employed,20782,1,432,1
59,105672,59912,2,Self-employed,38185,1,451,1
30,44479,39985,1,Unemployed,39148,0,614,1
42,64621,66820,5,Employed,49566,0,589,1
74,92500,76036,1,Self-employed,93528,0,616,1
74,30704,80018,3,Unemployed,86117,0,545,1
54,142887,24540,5,Employed,44192,1,449,1
39,26531,7568,4,Self-employed,14502,1,425,1
44,62963,18990,1,Employed,82204,0,564,1
55,127184,17528,0,Self-employed,4428,0,660,1
54,50617,58166,3,Unemployed,6571,0,618,0
48,106463,96430,1,Unemployed,26703,0,629,1
47,146112,82864,5,Self-employed,72329,1,425,0
26,47851,1170,4,Self-employed,85746,0,583,0
49,115616,59265,1,Employed,70965,0,631,0
39,68827,84522,4,Unemployed,21962,0,603,0
39,80335,51384,3,Unemployed,46147,0,592,1
80,49079,22298,5,Unemployed,74998,1,430,0
32,108464,16862,4,Employed,62830,1,459,1
73,45851,86555,2,Unemployed,99085,0,601,1
60,72462,75751,0,Unemployed,58740,0,635,0
35,52348,94330,5,Self-employed,22700,0,540,1
62,67580,72238,4,Unemployed,35904,1,479,0
32,124747,12113,3,Unemployed,59550,1,489,0
77,22181,57886,0,Employed,38779,1,452,1
43,62601,76317,1,Employed,60834,1,454,1
71,127522,96663,5,Employed,47565,0,536,0
46,59919,66406,4,Self-employed,6322,1,448,1
45,93550,36340,5,Employed,61971,1,412,1
47,70737,17054,0,Employed,10155,0,587,1
48,39656,53939,1,Employed,25660,1,459,0
70,115387,779,4,Self-employed,65215,1,454,0
28,101470,23025,2,Employed,30411,1,476,1
34,146970,89851,2,Unemployed,54760,1,487,1
46,107848,21022,2,Employed,27464,1,491,1
43,97465,65650,3,Employed,38510,0,591,1
54,50761,94425,3,Unemployed,94616,0,602,1
28,33635,11004,1,Employed,88948,0,621,0
57,138140,98077,1,Self-employed,18980,1,498,1
70,142738,87007,0,Self-employed,94463,1,466,0
77,124917,23701,0,Employed,18021,1,505,1
56,105875,58998,1,Unemployed,44549,1,470,0
69,148845,47897,5,Unemployed,23328,0,556,1
34,61677,37988,4,Self-employed,84307,1,437,0
35,61150,41167,1,Employed,23056,0,632,1
68,115807,74190,5,Unemployed,18383,1,455,0
77,89398,24077,1,Self-employed,64084,0,571,0
80,43197,14895,4,Employed,62644,0,566,0
52,41467,14492,1,Employed,25473,1,481,0
32,35593,56067,3,Self-employed,926,1,433,0
39,58103,71955,4,Unemployed,31458,1,417,0
53,111887,79012,1,Self-employed,43926,1,478,1
51,121052,25716,2,Employed,26693,1,507,0
22,105174,61304,3,Unemployed,8351,0,589,1
43,104223,6096,3,Unemployed,97665,0,527,1
44,58590,21953,2,Self-employed,63562,0,549,1
67,63260,10134,0,Self-employed,96442,1,499,1
57,141602,44443,0,Self-employed,54738,0,593,1
23,132261,54329,0,Self-employed,20169,0,633,0
47,117042,80298,2,Employed,42176,1,456,0
78,53242,38220,1,Unemployed,65568,0,586,0
38,19094,57570,1,Unemployed,75187,0,582,1
59,111365,76184,1,Employed,84499,0,560,0
57,136524,91736,2,Unemployed,56244,0,599,0
47,77859,91617,2,Employed,73846,0,614,0
25,27135,41697,2,Self-employed,98737,1,428,0
43,142669,34762,1,Self-employed,80404,0,604,0
57,104361,38502,0,Self-employed,91868,1,474,1
69,94423,19597,5,Unemployed,7083,0,558,0
74,46574,1129,5,Unemployed,38006,1,394,1
72,128096,43502,2,Self-employed,95214,1,471,1
44,93077,75643,1,Employed,51947,1,466,1
43,72016,31667,0,Unemployed,63069,1,478,1
36,120700,37541,3,Unemployed,66030,0,580,1
61,129500,89061,5,Self-employed,20029,0,595,0
34,82219,62454,5,Self-employed,63221,1,401,0
36,138666,41948,0,Employed,32847,0,619,0
22,18304,2561,0,Self-employed,54911,1,466,1
27,124471,87545,3,Employed,3754,1,503,0
80,15793,77742,3,Employed,6540,1,472,0
35,88513,39278,0,Employed,79547,1,477,1
78,39054,43199,5,Employed,2955,1,456,1
69,81439,94283,4,Self-employed,36638,0,579,1
71,89101,72111,4,Self-employed,64045,1,458,1
64,41964,87658,3,Self-employed,87218,0,604,0
59,131804,99685,4,Unemployed,83253,1,464,1
63,24859,52185,2,Unemployed,82213,1,447,1
73,95762,72908,5,Self-employed,35668,1,455,0
42,99262,48552,2,Self-employed,63038,1,424,0
31,56996,53886,1,Unemployed,19510,1,447,1
22,114573,89929,3,Employed,41956,0,583,0
31,112980,79174,1,Unemployed,27252,0,639,1
47,113140,39537,1,Unemployed,76592,0,573,1
79,33834,41010,1,Employed,43291,0,604,0
79,98796,25569,0,Unemployed,5973,0,602,0
69,62878,22408,3,Employed,72684,0,587,1
57,60640,11149,5,Employed,6059,0,559,1
60,143363,205,4,Employed,83006,0,568,1
43,133409,7199,3,Unemployed,91696,0,585,0
27,112824,74947,5,Unemployed,80753,0,557,1
54,74924,583,2,Employed,32120,1,483,1
53,70760,4940,2,Self-employed,62831,1,439,1
75,144468,9908,4,Unemployed,86892,1,396,1
62,24032,20425,0,Unemployed,96404,0,626,1
69,85549,20934,0,Unemployed,13078,0,650,0
41,24124,59349,0,Self-employed,78030,0,584,1
53,66442,36376,5,Unemployed,73411,0,586,1
32,118271,66566,1,Self-employed,78307,0,602,1
68,136804,49627,5,Self-employed,90556,0,555,1
53,78986,96751,0,Self-employed,95440,1,505,0
40,45418,79282,1,Unemployed,20422,1,474,0
40,134836,785,1,Unemployed,59688,0,576,0
44,39024,95661,5,Employed,83512,1,450,1
80,101750,69378,3,Employed,97455,1,476,1
48,119285,24289,1,Employed,74784,1,480,0
76,134917,86359,1,Unemployed,71380,0,563,0
67,85563,94419,0,Self-employed,74709,1,501,0
68,52440,17534,3,Employed,92517,1,438,1
41,59074,19900,1,Employed,87859,1,453,1
34,26867,26500,2,Employed,91709,0,563,0
76,56490,22897,3,Unemployed,60779,0,581,0
80,119510,80222,3,Self-employed,55866,0,552,0
54,144864,81625,2,Unemployed,43316,1,508,1
66,121821,94442,3,Unemployed,1646,0,619,1
52,92968,29583,3,Employed,82630,0,563,1
38,80603,71053,5,Unemployed,34207,0,582,0
29,144148,52355,0,Employed,77051,1,453,0
33,134294,3310,3,Self-employed,65751,0,600,1
60,42761,55013,2,Employed,68785,0,592,0
40,146548,5739,1,Self-employed,65534,1,500,1
76,18085,66117,5,Unemployed,82328,0,584,0
43,143778,89145,5,Self-employed,84156,1,423,0
50,44557,85019,4,Employed,46892,1,468,0
79,78660,28243,2,Self-employed,33710,0,625,0
21,20461,45160,2,Self-employed,30104,0,571,1
40,49456,28049,5,Unemployed,23327,1,461,0
64,80453,55221,5,Employed,34351,1,460,1
55,122626,23297,5,Employed,59749,0,596,1
21,110991,50748,4,Unemployed,78267,0,570,1
33,115771,10350,5,Unemployed,79854,1,422,0
49,56865,5946,5,Unemployed,25638,0,571,1
22,45874,401,3,Self-employed,93260,0,534,1
58,137860,27387,4,Self-employed,3380,0,587,1
33,35286,14924,5,Self-employed,60206,1,422,0
75,68936,64644,2,Self-employed,94304,0,577,0
60,107769,31469,3,Employed,91186,0,560,1
38,139923,24367,4,Self-employed,98575,1,467,0
51,131257,79671,5,Employed,1296,1,487,1
80,53074,21503,2,Employed,63068,0,587,1
78,126788,87042,1,Self-employed,87008,1,439,0
61,66122,17769,4,Self-employed,69792,0,593,1
33,60262,99837,5,Unemployed,72025,1,466,0
27,22357,4934,3,Self-employed,65073,1,437,0
37,105666,47814,2,Unemployed,15822,1,491,1
79,37014,4476,2,Employed,80260,0,571,0
21,70234,21029,5,Unemployed,88236,1,437,0
41,115791,9825,0,Self-employed,32922,1,489,1
62,147376,49982,4,Unemployed,59969,0,559,1
29,43750,18038,4,Unemployed,94131,0,565,0
57,117026,60273,5,Unemployed,9687,0,597,0
40,77077,20635,5,Employed,49922,0,521,1
43,122066,52988,4,Employed,81541,1,419,0
59,42116,19269,0,Self-employed,92782,0,622,0
66,71362,34153,5,Employed,47902,1,403,0
76,61674,57470,1,Employed,96955,1,471,0
65,85107,45441,1,Employed,37274,0,570,0
76,134676,28550,4,Employed,7030,0,582,0
34,60841,44869,5,Self-employed,5168,0,580,0
27,85660,13990,1,Unemployed,27412,1,441,1
75,71953,59340,3,Unemployed,7322,0,622,1
43,135753,30108,5,Unemployed,41830,0,536,1
41,57655,40703,4,Unemployed,33028,1,444,1
42,26742,16531,1,Unemployed,69750,0,586,1
21,36118,61166,2,Unemployed,25023,0,628,0
49,126967,79733,1,Self-employed,75990,1,447,0
68,78595,91262,2,Employed,46876,0,610,0
34,109012,21614,3,Unemployed,58869,0,619,0
42,70291,44304,0,Self-employed,62727,0,620,1
41,47129,27693,4,Self-employed,30592,0,553,0
28,90196,81152,3,Self-employed,2404,0,628,0
49,17368,42829,2,Unemployed,61405,0,566,1
32,57526,25417,2,Employed,83462,1,469,0
77,129050,37740,2,Employed,86256,0,563,0
40,86813,80680,1,Self-employed,1159,0,622,1
36,20959,62806,5,Employed,28043,0,555,0
23,115225,38126,1,Self-employed,48862,0,608,0
49,34177,62049,3,Unemployed,69186,0,536,0
34,70687,32923,5,Employed,49075,0,565,0
53,119019,56808,2,Self-employed,99790,0,558,0
66,130255,29127,1,Self-employed,18462,1,461,1
25,30862,41890,0,Unemployed,19020,1,462,1
36,118387,20214,4,Self-employed,20723,1,429,1
26,101462,36299,5,Self-employed,11617,1,478,1
35,82024,77187,4,Employed,86168,0,527,1
39,27237,20102,3,Employed,45102,1,457,1
34,96632,99842,5,Employed,3519,1,413,0
23,58820,32368,2,Unemployed,17192,1,444,1
35,110997,74009,1,Self-employed,35996,0,620,1
52,88911,21229,2,Unemployed,65119,0,607,0
24,111112,26557,4,Employed,61286,1,406,0
42,24018,12721,0,Self-employed,42262,0,647,1
40,139312,92487,1,Employed,79929,0,602,0
54,36311,38165,1,Employed,36221,0,638,1
48,66253,98661,5,Unemployed,99724,0,508,0
71,86991,5774,3,Unemployed,83203,0,539,1
79,124873,64049,4,Unemployed,3345,1,479,0
70,16555,50094,1,Employed,17670,0,626,0
78,22329,18361,0,Employed,25254,0,574,1
80,112626,61560,3,Self-employed,6409,0,593,1
43,113968,64146,2,Self-employed,12732,0,584,1
68,108963,43324,2,Self-employed,63026,1,487,1
47,77529,2020,5,Employed,23714,1,457,1
58,70017,84626,3,Employed,86980,0,559,0
74,140077,11169,0,Employed,92588,1,454,1
65,126746,7958,4,Self-employed,36367,0,597,1
62,69619,62420,0,Unemployed,37452,1,465,0
64,58328,11315,1,Employed,13081,1,477,0
69,76494,77541,2,Employed,48281,1,437,1
35,85691,89300,2,Employed,62128,0,564,0
73,45940,85014,2,Self-employed,87608,1,426,0
22,19301,86308,2,Self-employed,38170,0,615,1
55,70972,59892,1,Unemployed,99367,0,586,0
63,41430,68753,5,Employed,4954,1,444,0
67,111788,26344,1,Unemployed,9304,1,461,1
23,71741,85548,4,Self-employed,4569,0,600,1
36,70673,35193,1,Unemployed,15700,1,477,0
65,86874,74766,3,Unemployed,1521,1,447,0
64,138981,99172,4,Unemployed,98557,0,602,1
26,85085,75302,0,Employed,12165,1,508,0
44,87221,84273,4,Self-employed,12402,1,462,0
22,18059,2015,2,Self-employed,54042,0,622,0
76,111927,13763,3,Self-employed,55690,0,560,1
37,106679,32048,3,Self-employed,78441,0,535,0
26,101128,98743,3,Employed,19371,0,629,0
51,62026,68306,1,Self-employed,84030,1,474,1
69,81802,60418,5,Employed,59834,0,560,0
73,77993,27898,5,Self-employed,41363,1,425,0
22,93422,67982,0,Self-employed,5390,1,521,1
55,122174,66871,4,Unemployed,57105,0,589,1
53,43091,74504,2,Unemployed,56501,0,576,1
